timestep,agent_name,actor_type,actor_id,bank_id,bank_name,base_reputation_score,current_reputation_score,reputation_source,reputation_notes,offer_id,product_id,product_name,offer_type,visibility,base_interest_rate_apr,effective_interest_rate_apr,processing_fee_pct,relationship_discount_bps,min_credit_score,min_schufa_score_pct,min_loan_amount_eur,max_loan_amount_eur,min_term_months,max_term_months,target_customer_segment,offer_description,valid_from_timestep,valid_to_timestep,reasoning_summary,action_sequence,intra_timestep_sequence,action_id,depends_on_action_id,source_snapshot_timestep,committed_timestep,validation_status,validation_errors,repair_notes,raw_row_json
7,bank_agent,bank,B008,B008,,,,,,offer_B008_17,personal_loan_B008_5,Santander Personal Loan,standard_offer,public,0.0305,0.0315,0.01,10.0,,,5000.0,50000.0,12,84,,,7,9,,6,6,action_B008_8_8,,6,7,,,,
7,bank_agent,bank,B008,B008,,,,,,offer_B008_18,large_purchase_loan_B008_5,Santander Large Purchase Loan,standard_offer,public,0.0355,0.036,0.005,15.0,,,20000.0,100000.0,24,120,,,7,9,,6,6,action_B008_8_9,,6,7,,,,
7,bank_agent,bank,B008,B008,,,,,,offer_B008_19,express_loan_B008_5,Santander Express Loan,standard_offer,public,0.0605,0.062,0.015,5.0,,,1000.0,10000.0,6,48,,,7,9,,6,6,action_B008_8_10,,6,7,,,,
7,bank_agent,bank,B003,B003,,,,,,B003_offer_12,green_energy_loan,ING Green Energy Loan,standard_offer,public,0.025,0.027,0.01,40.0,,,5000.0,80000.0,24,120,,,7,9,,1,1,B003_action_timestep_7,,6,7,,,,
7,bank_agent,bank,B003,B003,,,,,,B003_offer_13,car_loan,ING Car Loan,standard_offer,public,0.0265,0.0285,0.01,30.0,,,5000.0,75000.0,24,96,,,7,9,,1,1,B003_action_timestep_7_12,,6,7,,,,
7,bank_agent,bank,B003,B003,,,,,,B003_offer_14,personal_loan,ING Personal Loan,standard_offer,public,0.0285,0.0315,0.015,50.0,,,1000.0,50000.0,12,84,,,7,9,,1,1,B003_action_timestep_7_13,,6,7,,,,
7,bank_agent,bank,B005,B005,,,,,,B005-O-15,B005-P-PL,Sparkasse Personal Loan,standard_offer,public,0.0329,0.0349,0.01,15.0,,,5000.0,75000.0,12,84,,,7,9,,2,2,B005-O-15,,6,7,,,,
7,bank_agent,bank,B005,B005,,,,,,B005-O-16,B005-P-GREEN,Sparkasse Green Energy Loan,standard_offer,public,0.028,0.03,0.01,15.0,,,10000.0,100000.0,24,120,,,7,9,,3,3,B005-O-16,,6,7,,,,
7,bank_agent,bank,B005,B005,,,,,,B005-O-17,B005-P-M,Sparkasse Mortgage,standard_offer,public,0.038,0.04,0.005,10.0,,,100000.0,800000.0,120,360,,,7,9,,4,4,B005-O-17,,6,7,,,,
7,bank_agent,bank,B007,B007,,,,,,B007-O-17,PL-001,Targobank Personal Loan,standard_offer,public,0.0399,0.0399,0.01,10.0,,,1000.0,50000.0,12,84,,,7,9,,7,7,B007-A-17,,6,7,,,,
7,bank_agent,bank,B007,B007,,,,,,B007-O-18,CL-001,Targobank Car Loan,standard_offer,public,0.0389,0.0389,0.01,10.0,,,5000.0,60000.0,24,96,,,7,9,,7,7,B007-A-18,,6,7,,,,
7,bank_agent,bank,B007,B007,,,,,,B007-O-19,GEL-001,Targobank Green Energy Loan,standard_offer,public,0.0379,0.0379,0.01,10.0,,,5000.0,75000.0,24,120,,,7,9,,7,7,B007-A-19,,6,7,,,,
7,bank_agent,bank,B007,B007,,,,,,B007-O-20,SCL-001,Targobank Small Credit Line,standard_offer,public,0.0639,0.0639,0.015,15.0,,,500.0,10000.0,6,48,,,7,9,,7,7,B007-A-20,,6,7,,,,
7,bank_agent,bank,B002,B002,,,,,,O-B002-010,P-B002-GL,Commerzbank Green Energy Loan,standard_offer,public,0.0305,0.031,0.005,0.0,,,10000.0,80000.0,24,120,,,7,9,,2,2,A015_21,,6,7,,,,
7,bank_agent,bank,B002,B002,,,,,,O-B002-011,P-B002-CL,Commerzbank Car Loan,standard_offer,public,0.0325,0.033,0.005,0.0,,,10000.0,75000.0,24,84,,,7,9,,2,2,A016,,6,7,,,,
7,bank_agent,bank,B002,B002,,,,,,O-B002-012,P-B002-PL-PLUS,Commerzbank Personal Loan Plus,standard_offer,public,0.0345,0.035,0.005,0.0,,,5000.0,60000.0,12,84,,,7,9,,2,2,A017,,6,7,,,,
7,bank_agent,bank,B006,B006,,,,,,B006-GL-T7,B006-GL,Green Energy Loan,standard_offer,public,0.028,0.03,0.005,15.0,,,5000.0,75000.0,24,96,,,7,9,,2,2,B006-offer-7-1,,6,7,,,,
7,bank_agent,bank,B006,B006,,,,,,B006-L-1-T7,B006-L,Standard Loan,standard_offer,public,0.042,0.044,0.01,10.0,,,1000.0,10000.0,12,36,,,7,9,,3,3,B006-offer-7-2,,6,7,,,,
7,bank_agent,bank,B006,B006,,,,,,B006-L-2-T7,B006-L,Standard Loan,standard_offer,public,0.037,0.039,0.008,15.0,,,10001.0,50000.0,37,72,,,7,9,,4,4,B006-offer-7-3,,6,7,,,,
7,bank_agent,bank,B006,B006,,,,,,B006-L-3-T7,B006-L,Standard Loan,standard_offer,public,0.032,0.034,0.005,20.0,,,50001.0,100000.0,73,120,,,7,9,,5,5,B006-offer-7-4,,6,7,,,,
8,bank_agent,bank,B003,B003,,,,,,B003_offer_15,personal_loan,ING Personal Loan,standard_offer,public,0.028,0.031,0.015,50.0,,,1000.0,50000.0,12,84,,,8,10,,1,1,B003_action_timestep_8,,7,8,,,,
8,bank_agent,bank,B003,B003,,,,,,B003_offer_16,car_loan,ING Car Loan,standard_offer,public,0.026,0.028,0.01,30.0,,,5000.0,75000.0,24,96,,,8,10,,1,1,B003_action_timestep_8_2,,7,8,,,,
8,bank_agent,bank,B003,B003,,,,,,B003_offer_17,green_energy_loan,ING Green Energy Loan,standard_offer,public,0.0248,0.0268,0.01,40.0,,,5000.0,80000.0,24,120,,,8,10,,1,1,B003_action_timestep_8_3,,7,8,,,,
8,bank_agent,bank,B004,B004,,,,,,O012,P001,DKB Personal Loan,standard_offer,public,3.1,3.15,0.5,5.0,,,1000.0,50000.0,12,84,,,8,10,,2,2,A018,,7,8,,,,
8,bank_agent,bank,B004,B004,,,,,,O013,P002,DKB Car Loan,standard_offer,public,2.8,2.85,0.3,10.0,,,5000.0,75000.0,24,96,,,8,10,,3,3,A019,,7,8,,,,
8,bank_agent,bank,B004,B004,,,,,,O014,P003,DKB Green Energy Loan,standard_offer,public,2.5,2.55,0.2,15.0,,,5000.0,100000.0,24,120,,,8,10,,4,4,A020,,7,8,,,,
8,bank_agent,bank,B007,B007,,,,,,B007-O-21,PL-001,Targobank Personal Loan,standard_offer,public,0.0379,0.0379,0.01,10.0,,,1000.0,50000.0,12,84,,,8,10,,8,8,B007-A-21,,7,8,,,,
8,bank_agent,bank,B007,B007,,,,,,B007-O-22,CL-001,Targobank Car Loan,standard_offer,public,0.0369,0.0369,0.01,10.0,,,5000.0,60000.0,24,96,,,8,10,,8,8,B007-A-22,,7,8,,,,
8,bank_agent,bank,B007,B007,,,,,,B007-O-23,GEL-001,Targobank Green Energy Loan,standard_offer,public,0.0359,0.0359,0.01,10.0,,,5000.0,75000.0,24,120,,,8,10,,8,8,B007-A-23,,7,8,,,,
8,bank_agent,bank,B007,B007,,,,,,B007-O-24,SCL-001,Targobank Small Credit Line,standard_offer,public,0.0619,0.0619,0.015,15.0,,,500.0,10000.0,6,48,,,8,10,,8,8,B007-A-24,,7,8,,,,
8,bank_agent,bank,B008,B008,,,,,,offer_B008_20,green_loan_B008_5,Santander Green Energy Loan,standard_offer,public,0.0239,0.0249,0.005,10.0,,,10000.0,75000.0,24,120,,,8,10,,7,7,action_B008_10,,7,8,,,,
8,bank_agent,bank,B008,B008,,,,,,offer_B008_21,personal_loan_B008_6,Santander Personal Loan,standard_offer,public,0.0285,0.0295,0.01,10.0,,,5000.0,50000.0,12,84,,,8,10,,7,7,action_B008_10_12,,7,8,,,,
8,bank_agent,bank,B008,B008,,,,,,offer_B008_22,car_loan_B008_1,Santander Car Loan,standard_offer,public,0.031,0.032,0.005,10.0,,,5000.0,60000.0,12,84,,,8,10,,7,7,action_B008_10_13,,7,8,,,,
8,bank_agent,bank,B008,B008,,,,,,offer_B008_23,large_purchase_loan_B008_6,Santander Large Purchase Loan,standard_offer,public,0.034,0.035,0.005,15.0,,,20000.0,100000.0,24,120,,,8,10,,7,7,action_B008_10_14,,7,8,,,,
8,bank_agent,bank,B002,B002,,,,,,O-B002-013,P-B002-GL,Commerzbank Green Energy Loan,standard_offer,public,0.0295,0.03,0.005,0.0,,,10000.0,80000.0,24,120,,,8,10,,2,2,A019_15,,7,8,,,,
8,bank_agent,bank,B002,B002,,,,,,O-B002-014,P-B002-CL,Commerzbank Car Loan,standard_offer,public,0.0315,0.032,0.005,0.0,,,10000.0,75000.0,24,84,,,8,10,,2,2,A020_16,,7,8,,,,
8,bank_agent,bank,B002,B002,,,,,,O-B002-015,P-B002-PL-PLUS,Commerzbank Personal Loan Plus,standard_offer,public,0.0335,0.034,0.005,0.0,,,5000.0,60000.0,12,84,,,8,10,,2,2,A021,,7,8,,,,
8,bank_agent,bank,B005,B005,,,,,,B005-O-18,B005-P-PL,Sparkasse Personal Loan,standard_offer,public,0.0329,0.0349,0.01,15.0,,,5000.0,75000.0,12,84,,,8,10,,2,2,B005-O-18,,7,8,,,,
8,bank_agent,bank,B005,B005,,,,,,B005-O-19,B005-P-GREEN,Sparkasse Green Energy Loan,standard_offer,public,0.028,0.03,0.01,15.0,,,10000.0,100000.0,24,120,,,8,10,,2,2,B005-O-19,,7,8,,,,
8,bank_agent,bank,B005,B005,,,,,,B005-O-20,B005-P-M,Sparkasse Mortgage,standard_offer,public,0.038,0.04,0.005,10.0,,,100000.0,800000.0,120,360,,,8,10,,2,2,B005-O-20,,7,8,,,,
8,bank_agent,bank,B001,B001,,,,,,B001-loan-green-5,green_energy_loan,Deutsche Bank Green Energy Loan,standard_offer,public,0.03,0.032,0.008,25.0,,,10000.0,50000.0,24,84,,,8,10,,1,1,B001-offer-17,,7,8,,,,
8,bank_agent,bank,B001,B001,,,,,,B001-car-loan-3,car_loan,Deutsche Bank Car Loan,standard_offer,public,0.033,0.035,0.005,20.0,,,5000.0,60000.0,12,72,,,8,10,,2,2,B001-offer-18,,7,8,,,,
8,bank_agent,bank,B001,B001,,,,,,B001-loan-std-6,personal_loan,Deutsche Bank Personal Loan,standard_offer,public,0.038,0.04,0.01,20.0,,,5000.0,25000.0,12,60,,,8,10,,3,3,B001-offer-19,,7,8,,,,
8,bank_agent,bank,B001,B001,,,,,,B001-loan-premium-6,personal_loan,Deutsche Bank Premium Personal Loan,standard_offer,public,0.035,0.037,0.005,30.0,,,25001.0,75000.0,24,84,,,8,10,,4,4,B001-offer-20,,7,8,,,,
8,bank_agent,bank,B006,B006,,,,,,B006-GL-T8,B006-GL,Green Energy Loan,standard_offer,public,0.026,0.028,0.005,15.0,,,5000.0,75000.0,24,96,,,8,10,,2,2,B006-offer-8-1,,7,8,,,,
8,bank_agent,bank,B006,B006,,,,,,B006-L-1-T8,B006-L,Standard Loan,standard_offer,public,0.04,0.042,0.01,10.0,,,1000.0,10000.0,12,36,,,8,10,,3,3,B006-offer-8-2,,7,8,,,,
8,bank_agent,bank,B006,B006,,,,,,B006-L-2-T8,B006-L,Standard Loan,standard_offer,public,0.035,0.037,0.008,15.0,,,10001.0,50000.0,37,72,,,8,10,,4,4,B006-offer-8-3,,7,8,,,,
8,bank_agent,bank,B006,B006,,,,,,B006-L-3-T8,B006-L,Standard Loan,standard_offer,public,0.03,0.032,0.005,20.0,,,50001.0,100000.0,73,120,,,8,10,,5,5,B006-offer-8-4,,7,8,,,,
9,bank_agent,bank,B004,B004,,,,,,O015,P001,DKB Personal Loan,standard_offer,public,3.05,3.1,0.5,5.0,,,1000.0,50000.0,12,84,,,9,11,,2,2,A022,,8,9,,,,
9,bank_agent,bank,B004,B004,,,,,,O016,P002,DKB Car Loan,standard_offer,public,2.75,2.8,0.3,10.0,,,5000.0,75000.0,24,96,,,9,11,,3,3,A023,,8,9,,,,
9,bank_agent,bank,B004,B004,,,,,,O017,P003,DKB Green Energy Loan,standard_offer,public,2.45,2.5,0.2,15.0,,,5000.0,100000.0,24,120,,,9,11,,4,4,A024,,8,9,,,,
9,bank_agent,bank,B003,B003,,,,,,B003_offer_18,personal_loan,ING Personal Loan,standard_offer,public,0.0278,0.0308,0.015,50.0,,,1000.0,50000.0,12,84,,,9,11,,1,1,B003_action_timestep_9,,8,9,,,,
9,bank_agent,bank,B003,B003,,,,,,B003_offer_19,car_loan,ING Car Loan,standard_offer,public,0.0258,0.0278,0.01,30.0,,,5000.0,75000.0,24,96,,,9,11,,1,1,B003_action_timestep_9_5,,8,9,,,,
9,bank_agent,bank,B003,B003,,,,,,B003_offer_20,green_energy_loan,ING Green Energy Loan,standard_offer,public,0.0245,0.0265,0.01,40.0,,,5000.0,80000.0,24,120,,,9,11,,1,1,B003_action_timestep_9_6,,8,9,,,,
9,bank_agent,bank,B007,B007,,,,,,B007-O-25,PL-001,Targobank Personal Loan,standard_offer,public,0.0359,0.0359,0.01,10.0,,,1000.0,50000.0,12,84,,,9,11,,9,9,B007-A-25,,8,9,,,,
9,bank_agent,bank,B007,B007,,,,,,B007-O-26,CL-001,Targobank Car Loan,standard_offer,public,0.0349,0.0349,0.01,10.0,,,5000.0,60000.0,24,96,,,9,11,,9,9,B007-A-26,,8,9,,,,
9,bank_agent,bank,B007,B007,,,,,,B007-O-27,GEL-001,Targobank Green Energy Loan,standard_offer,public,0.0339,0.0339,0.01,10.0,,,5000.0,75000.0,24,120,,,9,11,,9,9,B007-A-27,,8,9,,,,
9,bank_agent,bank,B007,B007,,,,,,B007-O-28,SCL-001,Targobank Small Credit Line,standard_offer,public,0.0619,0.0619,0.015,15.0,,,500.0,10000.0,6,48,,,9,11,,9,9,B007-A-28,,8,9,,,,
9,bank_agent,bank,B006,B006,,,,,,B006-GL-T9,B006-GL,Green Energy Loan,standard_offer,public,0.024,0.026,0.005,15.0,,,5000.0,75000.0,24,96,,,9,11,,3,3,B006-offer-9-3,,8,9,,,,
9,bank_agent,bank,B006,B006,,,,,,B006-L-1-T9,B006-L,Standard Loan,standard_offer,public,0.038,0.04,0.01,10.0,,,1000.0,10000.0,12,36,,,9,11,,4,4,B006-offer-9-4,,8,9,,,,
9,bank_agent,bank,B006,B006,,,,,,B006-L-2-T9,B006-L,Standard Loan,standard_offer,public,0.033,0.035,0.008,15.0,,,10001.0,50000.0,37,72,,,9,11,,5,5,B006-offer-9-5,,8,9,,,,
9,bank_agent,bank,B006,B006,,,,,,B006-L-3-T9,B006-L,Standard Loan,standard_offer,public,0.028,0.03,0.005,20.0,,,50001.0,100000.0,73,120,,,9,11,,6,6,B006-offer-9-6,,8,9,,,,
9,bank_agent,bank,B002,B002,,,,,,O-B002-016,P-B002-GL,Commerzbank Green Energy Loan,standard_offer,public,0.0285,0.029,0.005,0.0,,,10000.0,80000.0,24,120,,,9,11,,2,2,A023_15,,8,9,,,,
9,bank_agent,bank,B002,B002,,,,,,O-B002-017,P-B002-CL,Commerzbank Car Loan,standard_offer,public,0.0305,0.031,0.005,0.0,,,10000.0,75000.0,24,84,,,9,11,,2,2,A024_16,,8,9,,,,
9,bank_agent,bank,B002,B002,,,,,,O-B002-018,P-B002-PL-PLUS,Commerzbank Personal Loan Plus,standard_offer,public,0.0325,0.033,0.005,0.0,,,5000.0,60000.0,12,84,,,9,11,,2,2,A025,,8,9,,,,
9,bank_agent,bank,B001,B001,,,,,,B001-loan-std-7,personal_loan,Deutsche Bank Personal Loan,standard_offer,public,0.037,0.039,0.01,20.0,,,5000.0,25000.0,12,60,,,9,11,,2,2,B001-offer-21,,8,9,,,,
9,bank_agent,bank,B001,B001,,,,,,B001-loan-premium-7,personal_loan,Deutsche Bank Premium Personal Loan,standard_offer,public,0.034,0.036,0.005,30.0,,,25001.0,75000.0,24,84,,,9,11,,3,3,B001-offer-22,,8,9,,,,
9,bank_agent,bank,B001,B001,,,,,,B001-loan-green-6,green_energy_loan,Deutsche Bank Green Energy Loan,standard_offer,public,0.029,0.031,0.008,25.0,,,10000.0,50000.0,24,84,,,9,11,,4,4,B001-offer-23,,8,9,,,,
9,bank_agent,bank,B001,B001,,,,,,B001-car-loan-4,car_loan,Deutsche Bank Car Loan,standard_offer,public,0.032,0.034,0.005,20.0,,,5000.0,60000.0,12,72,,,9,11,,5,5,B001-offer-24,,8,9,,,,
9,bank_agent,bank,B005,B005,,,,,,B005-O-21,B005-P-PL,Sparkasse Personal Loan,standard_offer,public,0.0319,0.0339,0.01,15.0,,,5000.0,75000.0,12,84,,,9,11,,1,1,B005-O-21,,8,9,,,,
9,bank_agent,bank,B005,B005,,,,,,B005-O-22,B005-P-GREEN,Sparkasse Green Energy Loan,standard_offer,public,0.0275,0.0295,0.01,15.0,,,10000.0,100000.0,24,120,,,9,11,,2,2,B005-O-22,,8,9,,,,
9,bank_agent,bank,B005,B005,,,,,,B005-O-23,B005-P-M,Sparkasse Mortgage,standard_offer,public,0.038,0.04,0.005,10.0,,,100000.0,800000.0,120,360,,,9,11,,3,3,B005-O-23,,8,9,,,,
