timestep,agent_name,actor_type,actor_id,bank_id,bank_name,base_reputation_score,current_reputation_score,reputation_source,reputation_notes,action_type,action_detail,visibility,reasoning_summary,action_sequence,intra_timestep_sequence,action_id,depends_on_action_id,source_snapshot_timestep,committed_timestep,validation_status,validation_errors,repair_notes,raw_row_json,advisor_callback_enabled,preapproved_offer_enabled,documentation_friction_score,counter_offer_enabled,average_approval_time_days,relationship_discount_bps,digital_friction_score,comparison_portal_optimised,instant_document_validation_enabled,abandoned_application_followup_enabled,parameters
5,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,5,5,B007-A-11,,4,5,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-11"", ""action_sequence"": 5, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 5, ""visibility"": ""public""}'}"
5,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,5,5,B007-A-12,,4,5,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-12"", ""action_sequence"": 5, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 5, ""visibility"": ""public""}'}"
5,bank_agent,bank,B008,B008,,,,,,management,"In response to intense market competition, Santander is launching a revised set of loan products with more competitive rates, including a renewed focus on the green energy loan sector.",private,,4,4,action_B008_5,,4,5,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""In response to intense market competition, Santander is launching a revised set of loan products with more competitive rates, including a renewed focus on the green energy loan sector."", ""action_id"": ""action_B008_5"", ""action_sequence"": 4, ""action_type"": ""management"", ""actor_id"": ""B008"", ""actor_type"": ""bank"", ""bank_id"": ""B008"", ""timestep"": 5, ""visibility"": ""private""}'}"
6,bank_agent,bank,B004,B004,,,,,,rate_change,"To solidify our #1 market position in the green energy sector, we are lowering the interest rate on our Green Energy Loan.",public,,1,1,A010,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""To solidify our #1 market position in the green energy sector, we are lowering the interest rate on our Green Energy Loan."", ""action_id"": ""A010"", ""action_sequence"": 1, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 6, ""visibility"": ""public""}'}"
6,bank_agent,bank,B004,B004,,,,,,no_action,We are maintaining our current competitive rates for our #1 ranked Personal Loan.,public,,1,1,A011,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""We are maintaining our current competitive rates for our #1 ranked Personal Loan."", ""action_id"": ""A011"", ""action_sequence"": 1, ""action_type"": ""no_action"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 6, ""visibility"": ""public""}'}"
6,bank_agent,bank,B004,B004,,,,,,no_action,We are holding our #1 market position with our current competitive Car Loan rates.,public,,1,1,A012,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""We are holding our #1 market position with our current competitive Car Loan rates."", ""action_id"": ""A012"", ""action_sequence"": 1, ""action_type"": ""no_action"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 6, ""visibility"": ""public""}'}"
6,bank_agent,bank,B002,B002,,,,,,strategy,"The market is in a full-blown price war. To compete with the leaders, especially DKB, we must be more aggressive. We will reprice our Personal Loan Plus with a significantly lower rate and launch a major marketing campaign to broadcast our competitive position across our core loan products.",private,,1,1,A012_4,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The market is in a full-blown price war. To compete with the leaders, especially DKB, we must be more aggressive. We will reprice our Personal Loan Plus with a significantly lower rate and launch a major marketing campaign to broadcast our competitive position across our core loan products."", ""action_id"": ""A012"", ""action_sequence"": 1, ""action_type"": ""strategy"", ""actor_id"": ""B002"", ""actor_type"": ""bank"", ""bank_id"": ""B002"", ""timestep"": 6, ""visibility"": ""private""}'}"
6,bank_agent,bank,B003,B003,,,,,,publish_offers,"Aggressively reduce interest rates on personal, green energy, and car loans to challenge DKB's market leadership and capture a larger market share amidst the ongoing price war.",private,,1,1,B003_action_timestep_6,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Aggressively reduce interest rates on personal, green energy, and car loans to challenge DKB\'s market leadership and capture a larger market share amidst the ongoing price war."", ""action_id"": ""B003_action_timestep_6"", ""action_sequence"": 1, ""action_type"": ""publish_offers"", ""actor_id"": ""B003"", ""actor_type"": ""bank"", ""bank_id"": ""B003"", ""timestep"": 6, ""visibility"": ""private""}'}"
6,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,6,6,B007-A-13,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-13"", ""action_sequence"": 6, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 6, ""visibility"": ""public""}'}"
6,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,6,6,B007-A-14,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-14"", ""action_sequence"": 6, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 6, ""visibility"": ""public""}'}"
6,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,6,6,B007-A-15,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-15"", ""action_sequence"": 6, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 6, ""visibility"": ""public""}'}"
6,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,6,6,B007-A-16,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-16"", ""action_sequence"": 6, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 6, ""visibility"": ""public""}'}"
6,bank_agent,bank,B005,B005,,,,,,PricingManagement,"{""description"": ""Responding to the ongoing price war and to improve our market ranking, we are strategically reducing the interest rates for our Green Energy and Personal Loan products. This move is aimed at capturing a larger market share and positioning Sparkasse as a price leader.""}",private,,1,1,B005-A-8,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""{\\""description\\"": \\""Responding to the ongoing price war and to improve our market ranking, we are strategically reducing the interest rates for our Green Energy and Personal Loan products. This move is aimed at capturing a larger market share and positioning Sparkasse as a price leader.\\""}"", ""action_id"": ""B005-A-8"", ""action_sequence"": 1, ""action_type"": ""PricingManagement"", ""actor_id"": ""B005"", ""actor_type"": ""bank"", ""bank_id"": ""B005"", ""timestep"": 6, ""visibility"": ""private""}'}"
6,bank_agent,bank,B001,B001,,,,,,management,,private,,1,1,B001-action-6,,5,6,,,,,,,,,,,,,,,"{'action_detail': 'In response to the ongoing price war and to bolster our market position, we are significantly reducing interest rates on our personal loan products. We will also launch a major marketing campaign to highlight our competitive rates across all loan categories.', 'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B001-action-6"", ""action_sequence"": 1, ""action_type"": ""management"", ""actor_id"": ""B001"", ""actor_type"": ""bank"", ""bank_id"": ""B001"", ""parameters"": {""action_detail"": ""In response to the ongoing price war and to bolster our market position, we are significantly reducing interest rates on our personal loan products. We will also launch a major marketing campaign to highlight our competitive rates across all loan categories.""}, ""timestep"": 6, ""visibility"": ""private""}'}"
6,bank_agent,bank,B008,B008,,,,,,management,"In response to the escalating price war and to challenge the market leaders, Santander is aggressively reducing interest rates across its core loan products. This is a direct strategy to increase market share in the Green Energy and Personal Loan segments.",private,,5,5,action_B008_6,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""In response to the escalating price war and to challenge the market leaders, Santander is aggressively reducing interest rates across its core loan products. This is a direct strategy to increase market share in the Green Energy and Personal Loan segments."", ""action_id"": ""action_B008_6"", ""action_sequence"": 5, ""action_type"": ""management"", ""actor_id"": ""B008"", ""actor_type"": ""bank"", ""bank_id"": ""B008"", ""timestep"": 6, ""visibility"": ""private""}'}"
6,bank_agent,bank,B008,B008,,,,,,marketing,Launching a major marketing campaign: 'Santander's Price War Offensive: Unbeatable Rates on Green and Personal Loans!' to aggressively promote our market-leading low interest rates and attract new customers.,public,,5,5,action_B008_7,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Launching a major marketing campaign: \'Santander\'s Price War Offensive: Unbeatable Rates on Green and Personal Loans!\' to aggressively promote our market-leading low interest rates and attract new customers."", ""action_id"": ""action_B008_7"", ""action_sequence"": 5, ""action_type"": ""marketing"", ""actor_id"": ""B008"", ""actor_type"": ""bank"", ""bank_id"": ""B008"", ""timestep"": 6, ""visibility"": ""public""}'}"
6,bank_agent,bank,B006,B006,,,,,,UPDATE_OFFERS,"In response to the ongoing price war and to solidify our market-leading position, we are further reducing interest rates across our Green Energy and Standard loan portfolios.",public,,1,1,B006-action-6-1,,5,6,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""In response to the ongoing price war and to solidify our market-leading position, we are further reducing interest rates across our Green Energy and Standard loan portfolios."", ""action_id"": ""B006-action-6-1"", ""action_sequence"": 1, ""action_type"": ""UPDATE_OFFERS"", ""actor_id"": ""B006"", ""actor_type"": ""bank"", ""bank_id"": ""B006"", ""timestep"": 6, ""visibility"": ""public""}'}"
7,bank_agent,bank,B004,B004,,,,,,management_decision,"Despite the market-wide price war, DKB holds the #1 rank across all major loan categories. Our strategy is to maintain our leadership by renewing our highly competitive Personal and Car loan offers without further rate cuts, as our current rates are already the best on the market. We will also launch a marketing campaign to solidify our brand as the top choice for borrowers.",public,,1,1,A013,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Despite the market-wide price war, DKB holds the #1 rank across all major loan categories. Our strategy is to maintain our leadership by renewing our highly competitive Personal and Car loan offers without further rate cuts, as our current rates are already the best on the market. We will also launch a marketing campaign to solidify our brand as the top choice for borrowers."", ""action_id"": ""A013"", ""action_sequence"": 1, ""action_type"": ""management_decision"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B004,B004,,,,,,rate_change,Renewing our market-leading Personal Loan offer to maintain our #1 position.,public,,2,2,A014,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Renewing our market-leading Personal Loan offer to maintain our #1 position."", ""action_id"": ""A014"", ""action_sequence"": 2, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B004,B004,,,,,,rate_change,Renewing our market-leading Car Loan offer to defend our #1 rank.,public,,3,3,A015,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Renewing our market-leading Car Loan offer to defend our #1 rank."", ""action_id"": ""A015"", ""action_sequence"": 3, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B004,B004,,,,,,no_action,"Our current Green Energy Loan rate remains the best on the market, solidifying our #1 position without needing further adjustments.",public,,4,4,A016,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Our current Green Energy Loan rate remains the best on the market, solidifying our #1 position without needing further adjustments."", ""action_id"": ""A016"", ""action_sequence"": 4, ""action_type"": ""no_action"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B001,B001,,,,,,management,,private,,1,1,B001-action-7,,6,7,,,,,,,,,,,,,,,"{'action_detail': 'The price war has intensified, with competitors offering significantly lower rates. Our current offers are not competitive. We are making substantial interest rate cuts across all our loan products (Personal, Green Energy, Car) to regain market share. This will be supported by a marketing campaign to communicate our new, more aggressive pricing.', 'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B001-action-7"", ""action_sequence"": 1, ""action_type"": ""management"", ""actor_id"": ""B001"", ""actor_type"": ""bank"", ""bank_id"": ""B001"", ""parameters"": {""action_detail"": ""The price war has intensified, with competitors offering significantly lower rates. Our current offers are not competitive. We are making substantial interest rate cuts across all our loan products (Personal, Green Energy, Car) to regain market share. This will be supported by a marketing campaign to communicate our new, more aggressive pricing.""}, ""timestep"": 7, ""visibility"": ""private""}'}"
7,bank_agent,bank,B008,B008,,,,,,management,"The price war has intensified, and our previous rate reductions were not enough to compete with market leaders like DKB (B004). To reclaim market share and align our marketing with reality, we are launching a new set of offers with aggressive rate cuts, undercutting the top competitor's APRs for Green and Personal loans.",private,,6,6,action_B008_8,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war has intensified, and our previous rate reductions were not enough to compete with market leaders like DKB (B004). To reclaim market share and align our marketing with reality, we are launching a new set of offers with aggressive rate cuts, undercutting the top competitor\'s APRs for Green and Personal loans."", ""action_id"": ""action_B008_8"", ""action_sequence"": 6, ""action_type"": ""management"", ""actor_id"": ""B008"", ""actor_type"": ""bank"", ""bank_id"": ""B008"", ""timestep"": 7, ""visibility"": ""private""}'}"
7,bank_agent,bank,B008,B008,,,,,,marketing,"Santander is back in the fight! We've slashed our rates to challenge the market leaders. Get our Green Energy Loan at a record-low 2.69% APR and Personal Loans from 3.15% APR. Don't settle for less, get the best rate from Santander!",public,,6,6,action_B008_9,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Santander is back in the fight! We\'ve slashed our rates to challenge the market leaders. Get our Green Energy Loan at a record-low 2.69% APR and Personal Loans from 3.15% APR. Don\'t settle for less, get the best rate from Santander!"", ""action_id"": ""action_B008_9"", ""action_sequence"": 6, ""action_type"": ""marketing"", ""actor_id"": ""B008"", ""actor_type"": ""bank"", ""bank_id"": ""B008"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B003,B003,,,,,,publish_offers,"Continue aggressive price-cutting strategy to challenge market leader DKB (B004). Lowering rates on Green Energy, Car, and Personal loans to undercut or match competitor pricing. Launching a new marketing campaign to highlight our competitive rates.",private,,1,1,B003_action_timestep_7,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Continue aggressive price-cutting strategy to challenge market leader DKB (B004). Lowering rates on Green Energy, Car, and Personal loans to undercut or match competitor pricing. Launching a new marketing campaign to highlight our competitive rates."", ""action_id"": ""B003_action_timestep_7"", ""action_sequence"": 1, ""action_type"": ""publish_offers"", ""actor_id"": ""B003"", ""actor_type"": ""bank"", ""bank_id"": ""B003"", ""timestep"": 7, ""visibility"": ""private""}'}"
7,bank_agent,bank,B005,B005,,,,,,PricingManagement,"{""description"": ""Drastic price reduction on Personal and Green Energy loans in an aggressive move to become price-competitive in the ongoing market price war. The goal is to significantly improve marketplace ranking and capture market share from leaders like DKB and ING.""}",private,,1,1,B005-A-9,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""{\\""description\\"": \\""Drastic price reduction on Personal and Green Energy loans in an aggressive move to become price-competitive in the ongoing market price war. The goal is to significantly improve marketplace ranking and capture market share from leaders like DKB and ING.\\""}"", ""action_id"": ""B005-A-9"", ""action_sequence"": 1, ""action_type"": ""PricingManagement"", ""actor_id"": ""B005"", ""actor_type"": ""bank"", ""bank_id"": ""B005"", ""timestep"": 7, ""visibility"": ""private""}'}"
7,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,7,7,B007-A-17,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-17"", ""action_sequence"": 7, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,7,7,B007-A-18,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-18"", ""action_sequence"": 7, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,7,7,B007-A-19,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-19"", ""action_sequence"": 7, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,7,7,B007-A-20,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-20"", ""action_sequence"": 7, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 7, ""visibility"": ""public""}'}"
7,bank_agent,bank,B002,B002,,,,,,strategy,"The price war has reached a critical point. Our previous rate cuts were insufficient to challenge the market leaders. We are now undertaking a major repricing of our core loan products—Green Energy, Car, and Personal Loans—to position ourselves as a strong competitor to DKB and other leaders. This will be supported by a large-scale marketing campaign to amplify our new, highly competitive rates.",private,,1,1,A014_14,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war has reached a critical point. Our previous rate cuts were insufficient to challenge the market leaders. We are now undertaking a major repricing of our core loan products—Green Energy, Car, and Personal Loans—to position ourselves as a strong competitor to DKB and other leaders. This will be supported by a large-scale marketing campaign to amplify our new, highly competitive rates."", ""action_id"": ""A014"", ""action_sequence"": 1, ""action_type"": ""strategy"", ""actor_id"": ""B002"", ""actor_type"": ""bank"", ""bank_id"": ""B002"", ""timestep"": 7, ""visibility"": ""private""}'}"
7,bank_agent,bank,B006,B006,,,,,,UPDATE_OFFERS,"The public summary reveals that Bank B004 has become the clear market leader with highly competitive rates. Our previous rate cuts were insufficient. This timestep, we are implementing a significant reduction in our interest rates across all loan products to aggressively compete with the market leader and regain lost ground in the ongoing price war.",public,,1,1,B006-action-7-1,,6,7,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The public summary reveals that Bank B004 has become the clear market leader with highly competitive rates. Our previous rate cuts were insufficient. This timestep, we are implementing a significant reduction in our interest rates across all loan products to aggressively compete with the market leader and regain lost ground in the ongoing price war."", ""action_id"": ""B006-action-7-1"", ""action_sequence"": 1, ""action_type"": ""UPDATE_OFFERS"", ""actor_id"": ""B006"", ""actor_type"": ""bank"", ""bank_id"": ""B006"", ""timestep"": 7, ""visibility"": ""public""}'}"
8,bank_agent,bank,B003,B003,,,,,,publish_offers,"Continue aggressive price-cutting strategy to challenge market leader DKB (B004). Lowering rates on Green Energy, Car, and Personal loans to undercut or match competitor pricing. Launching a new marketing campaign to highlight our competitive rates and challenge for the #1 position in the market's price war.",private,,1,1,B003_action_timestep_8,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Continue aggressive price-cutting strategy to challenge market leader DKB (B004). Lowering rates on Green Energy, Car, and Personal loans to undercut or match competitor pricing. Launching a new marketing campaign to highlight our competitive rates and challenge for the #1 position in the market\'s price war."", ""action_id"": ""B003_action_timestep_8"", ""action_sequence"": 1, ""action_type"": ""publish_offers"", ""actor_id"": ""B003"", ""actor_type"": ""bank"", ""bank_id"": ""B003"", ""timestep"": 8, ""visibility"": ""private""}'}"
8,bank_agent,bank,B004,B004,,,,,,management_decision,"The price war intensifies. To defend our #1 ranking against aggressive moves by competitors like ING, Commerzbank, and Sparkasse, we will strategically lower our interest rates across all key loan products. We will also continue our marketing campaign to amplify our market leadership.",public,,1,1,A017,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war intensifies. To defend our #1 ranking against aggressive moves by competitors like ING, Commerzbank, and Sparkasse, we will strategically lower our interest rates across all key loan products. We will also continue our marketing campaign to amplify our market leadership."", ""action_id"": ""A017"", ""action_sequence"": 1, ""action_type"": ""management_decision"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 8, ""visibility"": ""public""}'}"
8,bank_agent,bank,B004,B004,,,,,,rate_change,Lowering the rate on our DKB Personal Loan to stay ahead of the competition and maintain our #1 position.,public,,2,2,A018,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Lowering the rate on our DKB Personal Loan to stay ahead of the competition and maintain our #1 position."", ""action_id"": ""A018"", ""action_sequence"": 2, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 8, ""visibility"": ""public""}'}"
8,bank_agent,bank,B004,B004,,,,,,rate_change,Cutting the rate for our DKB Car Loan to fend off challengers and secure our top rank.,public,,3,3,A019,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Cutting the rate for our DKB Car Loan to fend off challengers and secure our top rank."", ""action_id"": ""A019"", ""action_sequence"": 3, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 8, ""visibility"": ""public""}'}"
8,bank_agent,bank,B004,B004,,,,,,rate_change,Reducing the interest rate on our DKB Green Energy Loan to reassert our leadership in the green lending market.,public,,4,4,A020,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""Reducing the interest rate on our DKB Green Energy Loan to reassert our leadership in the green lending market."", ""action_id"": ""A020"", ""action_sequence"": 4, ""action_type"": ""rate_change"", ""actor_id"": ""B004"", ""actor_type"": ""bank"", ""bank_id"": ""B004"", ""timestep"": 8, ""visibility"": ""public""}'}"
8,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,8,8,B007-A-21,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-21"", ""action_sequence"": 8, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 8, ""visibility"": ""public""}'}"
8,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,8,8,B007-A-22,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-22"", ""action_sequence"": 8, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 8, ""visibility"": ""public""}'}"
8,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,8,8,B007-A-23,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-23"", ""action_sequence"": 8, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 8, ""visibility"": ""public""}'}"
8,bank_agent,bank,B007,B007,,,,,,new_offer,,public,,8,8,B007-A-24,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_id"": ""B007-A-24"", ""action_sequence"": 8, ""action_type"": ""new_offer"", ""actor_id"": ""B007"", ""actor_type"": ""bank"", ""bank_id"": ""B007"", ""timestep"": 8, ""visibility"": ""public""}'}"
8,bank_agent,bank,B008,B008,,,,,,management,"The price war shows no signs of abating. Despite our aggressive rate cuts in timestep 7, DKB and ING remain dominant. To continue our offensive and capture a leading position, we are further reducing our APR on Green and Personal loans and launching a new, highly competitive Car Loan. We will support this with a sustained marketing campaign.",private,,7,7,action_B008_10,,7,8,,,,,,,,,,,,,,,"{'validation_status': 'valid', 'validation_errors': None, 'repair_notes': None, 'raw_row_json': '{""action_detail"": ""The price war shows no signs of abating. Despite our aggressive rate cuts in timestep 7, DKB and ING remain dominant. To continue our offensive and capture a leading position, we are further reducing our APR on Green and Personal loans and launching a new, highly competitive Car Loan. We will support this with a sustained marketing campaign."", ""action_id"": ""action_B008_10"", ""action_sequence"": 7, ""action_type"": ""management"", ""actor_id"": ""B008"", ""actor_type"": ""bank"", ""bank_id"": ""B008"", ""timestep"": 8, ""visibility"": ""private""}'}"
